osm_id,name,highway,waterway,aerialway,barrier,man_made,other_tags,20mph,Order,Area,Year,LENGTH_GEO,START_X,START_Y,MID_X,MID_Y,END_X,END_Y,CENTROID_X,CENTROID_Y,INSIDE_X,INSIDE_Y,PART_COUNT,PNT_COUNT,BEARING,EXT_MIN_X,EXT_MIN_Y,EXT_MAX_X,EXT_MAX_Y
19352983,Stravanan Road,residential,,,,,,YES,S1,Stravanan,2011,776.15977086500,260089.12679600000,658637.56614500005,259807.29573600000,658720.07602200005,259635.84218499999,658468.34499000001,259842.11318700001,658637.67605999997,259977.25822100000,658624.46898000001,1.00000000000,24.00000000000,249.52828628200,259635.84218499999,658468.22693500004,260089.12679600000,658742.39076800004
19352984,Stravanan Court,residential,,,,,,YES,S1,Stravanan,2011,104.48676823200,259965.70641300001,658716.31977700000,260017.58246100001,658717.29701800004,260064.80749899999,658695.18153499998,260016.52992599999,658712.57317200000,260016.17149400001,658717.42688499996,1.00000000000,5.00000000000,102.04073779600,259965.70641300001,658695.18153499998,260064.80749899999,658719.79988399998
19352997,Stravanan Street,residential,,,,,,YES,S1,Stravanan,2011,96.84757268250,259640.58022900001,658641.60415599996,259688.98075600000,658640.37335999997,259737.38128300000,658639.14256399998,259688.98075600000,658640.37335999997,259688.98075600000,658640.37335999997,1.00000000000,2.00000000000,91.45668283180,259640.58022900001,658639.14256399998,259737.38128300000,658641.60415599996
19352998,Stravanan Gardens,residential,,,,,,YES,S1,Stravanan,2011,25.63292238050,259779.44323199999,658717.03323399997,259778.32513799999,658729.79880500003,259777.20704400001,658742.56437599997,259778.32513799999,658729.79880500003,259778.32513799999,658729.79880500003,1.00000000000,2.00000000000,354.99442491000,259777.20704400001,658717.03323399997,259779.44323199999,658742.56437599997
19353000,Stravanan Place,residential,,,,,,YES,S1,Stravanan,2011,54.84318796200,259888.64030100001,658732.13815799996,259892.57244100000,658705.00433000003,259896.50458099999,658677.87050099997,259892.57244100000,658705.00433000003,259892.57244100000,658705.00433000003,1.00000000000,2.00000000000,171.75429751600,259888.64030100001,658677.87050099997,259896.50458099999,658732.13815799996
19353001,Stravanan Place,residential,,,,,,YES,S1,Stravanan,2011,70.90826985650,259868.50284299999,658667.01410399994,259899.09489899999,658677.95184500003,259932.99313700001,658673.75249500002,259899.40953899999,658676.64065399999,259900.58781500001,658677.99872699997,1.00000000000,5.00000000000,84.03498620250,259868.50284299999,658667.01410399994,259932.99313700001,658678.78210700001
19391422,Stravanan Terrace,residential,,,,,,YES,S1,Stravanan,2011,89.06418173070,259733.63997799999,658699.61421000003,259705.98471900000,658717.08028600004,259707.08925200001,658761.59167100000,259710.52329799999,658721.41037800000,259706.32845599999,658730.93248099997,1.00000000000,4.00000000000,336.81003514500,259705.57713200001,658699.61421000003,259733.63997799999,658761.59167100000
19391424,Stravanan Terrace,residential,,,,,,YES,S1,Stravanan,2011,21.25349276390,259698.42437600001,658767.93027400004,259706.99986499999,658761.65706000000,259716.13841200000,658766.94552299997,259707.13916200001,658764.51735099999,259708.62048899999,658762.49761399999,1.00000000000,3.00000000000,93.18188575610,259698.42437600001,658761.59167100000,259716.13841200000,658767.93027400004
22287196,Chalmers Gate,footway,,,,,,YES,NE1,Calton,2011,34.44507521180,260269.40914100001,664711.65340299997,260269.03274600001,664728.86908400001,260285.92927100000,664730.53208699997,260273.28592200001,664725.03949000000,260269.20671800000,664720.91190199996,1.00000000000,3.00000000000,41.18812621160,260269.02707499999,664711.65340299997,260285.92927100000,664730.53208699997
22876945,Drummore Road,unclassified,,,,,,YES,NW1,North Drumchapel,2011,210.77967191400,253249.05117100000,671559.35466900002,253147.02260299999,671564.48246800003,253044.25414700000,671587.77800499997,253146.96154600001,671565.98598999996,253145.83914800000,671564.75073299999,1.00000000000,6.00000000000,277.90148229400,253044.25414700000,671548.90107899997,253249.05117100000,671587.77800499997
23811915,Loretto Street,residential,,,,,,YES,NE1,West Cranhill,2011,537.26039323600,250198.28918800000,659303.35761800001,250229.80033299999,659547.87226300000,250305.66622000001,659797.81284799997,250234.30808900000,659548.25432299997,250232.01215100000,659552.98843200004,1.00000000000,11.00000000000,12.25224393620,250159.73796900001,659303.35761800001,250315.40404699999,659797.81284799997
24205356,Glen Dene Way,residential,,,,,,YES,S1,Greenacres,2011,387.21835736000,263389.93046000000,665701.48687200004,263580.57090300001,665709.22954500001,263773.47346499999,665715.48302000004,263581.54392999999,665707.82517500001,263581.81209800002,665708.81356499996,1.00000000000,13.00000000000,87.91010522760,263389.93046000000,665701.48687200004,263773.47346499999,665715.48302000004
24205357,Glen Luss Place,residential,,,,,,YES,S1,Greenacres,2011,96.16037005800,257532.43836999999,657172.14180099999,257544.06895600000,657218.78664299997,257555.69954300000,657265.43148499995,257544.06895600000,657218.78664299997,257544.06895600000,657218.78664299997,1.00000000000,2.00000000000,14.00083394510,257532.43836999999,657172.14180099999,257555.69954300000,657265.43148499995
24205358,Glen Kyle Drive,residential,,,,,,YES,S1,Greenacres,2011,41.65054843020,253181.65440800000,659837.49890100001,253168.25747700001,659853.43934799999,253154.86054500000,659869.37979499996,253168.25747700001,659853.43934799999,253168.25747700001,659853.43934799999,1.00000000000,2.00000000000,319.95508512000,253154.86054500000,659837.49890100001,253181.65440800000,659869.37979499996
24205359,Glen Dewar Place,residential,,,,,,YES,S1,Greenacres,2011,74.07836510830,253174.30191700000,659800.75942500005,253137.43381600000,659798.62494999997,253100.92921800000,659792.38416400005,253137.49630400000,659797.91905400006,253137.26936899999,659798.59683599998,1.00000000000,3.00000000000,263.48805332800,253100.92921800000,659792.38416400005,253174.30191700000,659800.75942500005
